dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,attack_types
255,6,0.02,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,1,0,0,0,0,0,1
229,1,0,0.12,0.42,0,0.01,1,0,0,0
8,166,0.62,0.38,0.12,0.01,0,0,0,0,0
255,235,0.92,0.01,0.01,0,0,0,0,0,0
255,16,0.06,0.04,0,0,1,1,0,0,1
255,1,0,0.07,0.11,0,0,0,0.85,1,1
2,143,1,0,0.5,0.2,0,0,0,0.65,0
1,253,1,0,1,0.19,0,0,0,0.99,0
1,27,1,0,1,0.52,0,0,0,0,1
125,140,0.4,0.06,0.01,0.01,0.02,0.02,0,0,0
255,62,0.24,0.13,0.34,0,0.02,0.02,0,0,1
13,255,1,0,0.08,0.04,0,0,0,0,0
2,162,1,0,1,0.5,0,0,0,0,1
255,24,0.09,0.04,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,233,0.91,0.01,0,0,0,0,0,0,0
4,255,1,0,0.25,0.04,0,0,0,0,0
255,62,0.24,0.02,0.02,0,1,1,0,0,1
255,2,0.01,0.06,0,0,1,1,0,0,1
78,6,0.08,0.1,0.01,0,1,1,0,0,1
255,17,0.07,0.07,0,0,1,1,0,0,1
255,2,0.01,0.82,1,0,0,0,1,1,1
255,1,0,0.24,1,0,0,0,0,0,1
214,57,0.27,0.33,0,0,0,0,0.3,0.02,0
49,131,0.29,0.08,0.04,0.02,0.02,0.02,0,0,0
255,3,0.01,0.07,0,0,1,1,0,0,1
255,14,0.05,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0.02,0.02,0
255,255,1,0,0,0,0,0,0.02,0.02,1
255,1,0,1,0,0,0.16,0,0.84,1,1
182,255,1,0,0.01,0.02,0,0,0,0,0
255,8,0.03,0.08,0,0,1,1,0,0,1
69,69,1,0,0.01,0,0.01,0.01,0.57,0.57,0
21,255,1,0,0.05,0.04,0,0,0,0,0
20,9,0.45,0.2,0.05,0,0.05,0.11,0,0,0
168,157,0.93,0.02,0.07,0,0,0,0,0,0
97,57,0.59,0.02,0.01,0,0.98,0.96,0,0,1
67,12,0.18,0.09,0.01,0,0,0,1,1,1
3,255,1,0,0.33,0.05,0,0,0,0,0
255,42,0.16,0.05,0,0,1,1,0,0,1
113,1,0.01,0.58,0.58,0,0.05,0,0.56,1,1
255,2,0.01,0.01,0.01,0,0,0,0,0,0
25,21,0.84,0.16,0.04,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,3,0.01,0.08,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
255,2,0.01,0.08,0,0,1,1,0,0,1
255,253,0.99,0.01,0,0,0,0,0,0,0
255,169,0.66,0.01,0,0,0,0,0,0,0
255,17,0.07,0.05,0,0,1,1,0,0,1
236,255,1,0,0,0.02,0.01,0.01,0.07,0.07,0
255,254,1,0.01,0,0,0,0,0,0,0
1,49,1,0,1,0.51,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
79,9,0.11,0.03,0.11,0,0,0,0,0,1
255,244,0.96,0.01,0,0,0,0,0,0,0
255,15,0.06,0.06,0,0,0,0,1,1,1
255,12,0.05,0.07,0,0,1,1,0,0,1
255,18,0.07,0.07,0,0,1,1,0,0,1
255,1,0,1,0,0,0.09,0,0.9,1,1
255,20,0.08,0.06,0,0,1,1,0,0,1
126,255,1,0,0.01,0.01,0,0,0,0,0
255,5,0.02,0.06,0,0,1,1,0,0,1
255,94,0.37,0.04,0.37,0,0.02,0,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,26,0.1,0.06,0,0,1,1,0,0,1
255,1,0,0.07,0,0,1,1,0,0,1
1,120,1,0,1,0.22,0,0,1,1,0
207,207,1,0,1,0,0,0,0,0,0
255,210,0.82,0.02,0,0,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
227,255,1,0,0,0.01,0,0,0,0,0
255,1,0,0.92,0,0,0.1,1,0.9,0,1
212,172,0.81,0.01,0,0,0,0,0,0,0
155,183,0.65,0.08,0.01,0.01,0.01,0,0.03,0.04,0
255,1,0,0.24,0.63,0,0.44,1,0.19,0,1
255,17,0.07,0.07,0,0,1,1,0,0,1
255,65,0.25,0.02,0,0,1,1,0,0,1
2,151,1,0,0.5,0.02,0,0,0,0,0
2,255,1,0,0.5,0.02,0,0,0,0,0
1,80,1,0,1,0.26,0,0,0,0,1
169,2,0.01,0.57,0.87,0,0,0,0,0,0
14,160,1,0,0.07,0.02,0,0,0,0,0
255,13,0.05,0.08,0,0,1,1,0,0,1
169,255,1,0,0.01,0.01,0,0,0,0,0
39,5,0.03,0.1,0.03,0.4,0,0,0,0,0
255,8,0.03,0.06,0,0,1,1,0,0,1
255,9,0.04,0.05,0,0,1,1,0,0,1
142,255,1,0,0.01,0.03,0,0,0,0,0
73,255,1,0,0.01,0.05,0,0,0,0.02,0
2,56,1,0,1,0.5,0,0,0,0,1
255,10,0.04,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,6,0.02,0.08,0,0,1,1,0,0,1
255,18,0.07,0.23,1,0,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.08,0,0,1,1,0,0,1
52,235,1,0,0.02,0.01,0,0,0,0,0
255,59,0.23,0.03,0.01,0,1,1,0,0,1
255,9,0.04,0.07,0,0,0,0,1,1,1
255,4,0.02,0.07,0,0,1,1,0,0,1
100,6,0.06,0.07,0.06,0,0.02,0,0.63,0,1
255,3,0.01,0.07,0,0,1,1,0,0,1
122,146,0.48,0.03,0.01,0.01,0.01,0.01,0,0,0
59,255,1,0,0.02,0.01,0,0,0,0,0
255,6,0.02,0.06,0,0,0,0,1,1,1
12,255,1,0,0.08,0.05,0,0.01,0,0,0
245,255,1,0,0,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0.01,0.01,0
97,255,1,0,0.01,0.03,0,0,0,0.01,0
255,8,0.03,0.06,0,0,1,1,0,0,1
255,4,0.02,0.08,0,0,1,1,0,0,1
83,78,0.94,0.02,0.01,0,0,0,0,0,0
255,232,0.91,0.01,0,0,0,0,0,0,0
255,2,0.01,0.74,1,0,0,0,1,1,1
255,17,0.07,0.09,0,0,1,1,0,0,1
227,58,0.26,0.03,0.26,0,0,0,0,0,0
255,30,0.12,0.11,0.12,0,0.1,0,0,0,1
255,7,0.03,0.07,0,0,0,0,1,1,1
173,82,0.33,0.05,0.35,0.02,0.03,0,0,0,0
255,207,0.81,0.02,0.81,0,0,0,0.02,0,1
26,56,0.46,0.12,0.46,0.05,0,0,0,0,0
255,7,0.03,0.05,0,0,1,1,0,0,1
36,255,1,0,0.03,0.04,0,0,0,0,0
250,255,1,0,0,0.01,0,0,0,0,0
255,1,0,0.05,0,0,1,1,0,0,1
213,172,0.81,0.01,0.01,0,0,0,0,0,0
173,92,0.53,0.03,0.01,0,0.02,0,0.08,0.05,0
122,255,1,0,0.01,0.02,0.01,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
100,25,0.21,0.28,0.45,0.08,0,0,0,0,0
182,129,0.53,0.03,0.01,0.02,0,0,0.04,0.02,0
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,15,0.06,0.08,0,0,1,1,0,0,1
91,75,0.15,0.78,0.01,0.03,0,0,0.74,0.01,0
255,17,0.07,0.07,0,0,0,0,1,1,1
255,8,0.03,0.07,0,0,0,0,1,1,1
255,1,0,0.08,0,0,1,1,0,0,1
255,20,0.08,0.07,0,0,0,0,1,1,1
255,17,0.07,0.05,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
8,255,1,0,0.12,0.02,0,0,0,0,0
255,253,0.99,0.01,0,0,0,0,0,0,0
255,17,0.07,0.08,0,0,1,1,0,0,1
255,1,0,0.88,0,0,0.07,0,0.68,1,1
255,255,1,0,0,0,0,0,0,0,0
255,18,0.07,0.06,0,0,1,1,0,0,1
21,255,1,0,0.05,0.01,0,0,0,0,0
10,255,1,0,0.1,0.05,0,0,0,0,0
21,84,1,0,0.05,0.08,0,0.01,0,0,0
255,29,0.11,0.05,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,11,0.04,0.06,0,0,1,1,0,0,1
35,9,0.09,0.09,0.03,0.22,0.03,0.11,0,0,0
32,186,0.62,0.12,0.03,0.02,0,0.01,0,0,0
216,255,1,0,0,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
2,151,1,0,1,0.12,0,0,0,0,1
129,24,0.11,0.05,0.11,0.08,0,0,0,0,0
255,27,0.11,0.08,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
127,39,0.03,0.02,0.03,0.05,0,0,0,0,0
255,17,0.07,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
19,255,1,0,0.05,0.08,0.05,0,0,0,0
255,8,0.03,0.06,0,0,1,1,0,0,1
21,21,1,0,0.05,0,0,0,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
255,9,0.04,0.07,0,0,1,1,0,0,1
3,3,1,0,0.33,0,0.33,0.33,0.67,0.67,1
8,255,1,0,0.12,0.05,0,0.02,0,0,0
45,255,1,0,0.02,0.04,0,0,0,0,0
1,13,1,0,1,0.31,0,0,0,0,1
22,255,1,0,0.05,0.03,0,0,0,0.01,0
22,130,0.68,0.18,0.05,0.02,0,0,0,0,0
255,6,0.02,0.06,0,0,1,1,0,0,1
2,255,1,0,0.5,0.03,0,0,0,0,0
255,1,0,0.96,0,0,0.08,0,0.83,1,1
17,117,0.12,0.18,0.06,0.02,0,0.01,0,0,0
255,12,0.05,0.09,0,0,1,1,0,0,1
1,143,1,0,1,1,0,0,0,0,1
255,170,0.67,0.02,0.67,0,0,0,0,0,1
175,175,1,0,1,0,0,0,0,0,1
68,255,1,0,0.01,0.02,0,0,0,0,0
31,255,1,0,0.03,0.04,0,0,0,0,0
255,250,0.98,0.01,0.01,0,0,0,0,0,0
7,255,1,0,0.14,0.02,0,0,0,0,0
255,8,0.03,0.06,0,0,0,0,1,1,1
225,138,0.61,0.02,0,0,0,0,0,0,0
255,1,0,0.97,0,0,0.04,0,0.92,1,1
255,7,0.03,0.07,0,0,1,1,0,0,1
10,255,1,0,0.1,0.05,0,0,0,0,0
10,255,1,0,0.1,0.05,0,0,0,0,0
24,255,1,0,0.04,0.09,0,0,0,0,0
255,239,0.94,0.01,0,0,0,0,0,0,0
61,2,0.02,1,0.02,1,0,0,0.95,1,1
17,17,1,0,0.06,0,0,0,0,0,0
255,9,0.04,0.08,0,0,1,1,0,0,1
255,9,0.04,0.08,0,0,0,0,1,1,1
255,1,0,0.82,0.82,0,0,0,0.82,1,1
255,255,1,0,0,0,0,0,0,0,0
41,91,1,0,0.02,0.08,0,0,0,0,0
255,14,0.05,0.05,0,0,1,1,0,0,1
8,11,0.12,0.25,0.12,0.27,0,0.27,0,0,0
255,13,0.05,0.05,0,0,1,1,0,0,1
255,4,0.02,0.08,0,0,1,1,0,0,1
255,20,0.08,0.05,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
255,4,0.02,0.06,0,0,1,1,0,0,1
1,9,1,0,1,0.56,0,0,0,0,1
255,5,0.02,0.91,0.1,0,0.03,0,0.87,0,1
255,9,0.04,0.07,0,0,0,0,1,1,1
5,255,1,0,0.4,0.03,0.2,0,0,0,0
255,20,0.08,0.07,0,0,1,1,0,0,1
88,255,1,0,0.01,0.05,0,0,0,0,0
255,2,0.01,0.07,0,0,0,0,1,1,1
255,14,0.05,0.07,0,0,1,1,0,0,1
7,254,1,0,0.14,0.03,0,0,0,0.01,0
255,18,0.07,0.06,0,0,1,1,0,0,1
253,253,1,0,1,0,0,0,0,0,0
255,2,0.01,0.86,1,0,0,0,0,0,0
255,11,0.04,0.09,0,0,0,0,1,1,1
83,147,0.45,0.07,0.01,0.01,0,0.01,0,0,0
87,43,0.2,0.82,0.01,0.05,0.01,0.02,0.78,0.05,0
255,3,0.01,0.07,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
255,14,0.05,0.07,0,0,1,1,0,0,1
116,84,0.7,0.04,0.01,0.02,0,0,0,0,0
102,5,0.01,0.06,0.01,0.4,0,0,0,0,1
22,25,1,0,0.05,0.08,0,0.08,1,0.92,0
255,255,1,0,0,0,0,0,0,0,0
231,255,1,0,0,0.01,0,0,0,0,0
2,24,1,0,1,0.5,0,0,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
255,42,0.16,0.02,0.16,0,0,0,0,0,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
255,10,0.04,0.06,0,0,1,1,0,0,1
39,255,1,0,0.03,0.04,0,0,0,0,0
255,2,0.01,0.07,0,0,0,0,1,1,1
255,11,0.04,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,34,0.13,0.04,0.01,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
33,37,1,0,0.03,0.05,0,0,0,0,0
218,142,0.53,0.02,0,0.01,0,0.01,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.06,0,0,1,1,0,0,1
2,253,1,0,0.5,0.04,0,0,1,0.84,0
2,102,1,0,1,0.5,0,0,0,0,1
185,255,1,0,0.01,0.01,0,0,0,0,0
255,3,0.01,0.07,0,0,1,1,0,0,1
255,9,0.04,0.06,0,0,1,1,0,0,1
20,18,0.9,0.1,0.9,0,0,0,0,0,0
2,36,1,0,1,0.5,0,0,0,0,1
255,12,0.05,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
220,255,1,0,0,0.02,0,0,0,0,0
3,207,1,0,1,0.25,0,0,0,0,1
2,160,1,0,0.5,0.04,0,0,1,1,0
255,255,1,0,1,0,0,0,0,0,1
84,66,0.79,0.02,0.01,0,0,0,0,0,0
240,28,0.12,0.03,0.12,0,0,0,0,0,0
255,15,0.06,0.08,0,0,1,1,0,0,1
113,74,0.46,0.05,0.46,0.03,0,0,0,0,0
255,1,0,0.73,0.99,0,0,0,0,0,0
255,6,0.02,0.07,0,0,1,1,0,0,1
2,106,1,0,1,0.25,0,0,0,0,1
38,2,0.03,1,0.03,1,0,0,0.95,1,1
184,255,1,0,0.01,0.01,0,0,0,0,0
44,1,0.02,0.11,0.02,0,0,0,0,0,0
4,14,0.5,0.5,0.5,0.5,0,0,0,0,1
166,1,0.01,0.71,0.71,0,0.04,0,0.63,1,1
33,255,1,0,0.03,0.06,0,0,0,0,0
83,255,1,0,0.01,0.02,0,0,0,0,0
7,255,1,0,0.14,0.01,0,0,0,0,0
254,170,0.67,0.01,0,0,0,0,0,0,0
204,255,1,0,0,0.02,0,0,0,0,0
255,253,0.99,0.01,0,0,0,0,0,0,0
255,255,1,0,1,0,0,0,0,0,1
109,145,1,0,0.01,0.01,0,0,0,0,0
255,15,0.06,0.05,0,0,1,1,0,0,1
255,2,0.01,0.42,0.83,0,0,0,0.83,1,1
255,210,0.82,0.01,0,0,0,0,0,0,0
27,255,1,0,0.04,0.02,0,0,0,0,0
255,2,0.01,0.15,0.4,0,0,0,0.53,0,1
5,5,1,0,0.2,0,0,0,0,0,0
255,1,0,1,0,0,0.07,0,0.93,1,1
1,113,1,0,1,0.5,0,0,0,0,1
255,196,0.77,0.01,0.01,0,0,0,0,0,0
126,112,0.89,0.02,0.01,0,0,0,0.05,0,0
255,2,0.01,0.07,0,0,1,1,0,0,1
53,4,0.04,0.08,0.02,0.75,0,0.25,0,0,0
72,255,1,0,0.01,0.04,0,0,0,0,0
94,89,0.48,0.05,0.01,0.02,0,0,0,0,0
255,10,0.04,0.06,0,0,1,1,0,0,1
255,233,0.91,0.01,0,0,0,0,0,0,0
255,37,0.15,0.02,0,0,0,0,0.8,0,0
255,2,0.01,0.08,0,0,0,0,1,1,1
32,63,0.34,0.16,0.03,0.03,0,0,0.06,0,0
19,255,1,0,0.05,0.04,0,0,0,0,0
137,255,1,0,0.01,0.04,0.01,0.01,0.12,0.08,0
62,172,1,0,0.02,0.03,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
6,255,1,0,0.17,0.04,0,0,0,0,0
255,9,0.04,0.07,0,0,1,1,0,0,1
115,135,0.46,0.02,0.01,0.01,0.98,0.39,0,0,1
255,123,0.48,0.02,0,0,0,0,0,0,0
255,1,0,0.05,0,0,1,1,0,0,1
255,9,0.04,0.07,0,0,0,0,1,1,1
2,212,1,0,1,0.5,0,0,0,0,1
255,227,0.89,0.01,0,0,0,0,0,0,0
3,255,1,0,0.33,0.02,0.33,0,0,0,0
255,254,1,0.01,0,0,0,0,0,0,0
107,127,0.96,0.02,0.01,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
67,67,1,0,0.01,0,0,0,0.18,0.18,1
255,1,0,1,0,0,0.04,1,0.96,0,1
2,44,1,0,1,0.5,0,0,0,0,1
255,48,0.19,0.03,0.01,0,1,1,0,0,1
255,1,0,0.51,1,0,0,0,1,1,1
255,13,0.05,0.07,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,64,0.25,0.02,0.02,0,1,1,0,0,1
119,223,1,0,0.01,0.01,0,0,0,0,0
255,13,0.05,0.07,0,0,1,1,0,0,1
255,12,0.05,0.08,0,0,1,1,0,0,1
190,96,0.36,0.02,0.36,0.02,0,0,0,0,0
71,255,1,0,0.01,0.02,0.01,0.01,0,0,0
255,2,0.01,0.74,1,0,0,0,1,1,1
255,10,0.04,0.05,0,0,1,1,0,0,1
255,16,0.06,0.07,0,0,1,1,0,0,1
2,94,1,0,1,0.26,0,0,0,0,1
80,255,1,0,0.01,0.02,0.01,0,0,0,0
255,243,0.95,0.01,0,0,0,0,0,0,0
255,7,0.03,0.08,0,0,1,1,0,0,1
255,15,0.06,0.07,0,0,1,1,0,0,1
255,2,0.01,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0.05,0.05,0
255,12,0.05,0.02,0.05,0,0,0,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,11,0.04,0.07,0,0,1,1,0,0,1
52,255,1,0,0.02,0.02,0,0,0,0,0
111,70,0.63,0.04,0.01,0,0,0,0,0,0
226,23,0.1,0.05,0.1,0,0.02,0,0,0,1
255,67,0.26,0.05,0,0,0.46,0,0.02,0,0
255,20,0.08,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
119,197,0.81,0.02,0.81,0.01,0.01,0,0.11,0,0
255,63,0.25,0.02,0.01,0,1,1,0,0,1
2,62,1,0,1,0.52,0,0,0,0,1
244,120,0.49,0.02,0.49,0,0,0,0,0,0
255,8,0.03,0.07,0,0,1,1,0,0,1
255,242,0.95,0.01,0.01,0,0,0,0,0,0
255,19,0.07,0.07,0,0,0,0,1,1,1
255,1,0,0.07,0,0,1,1,0,0,1
255,255,1,0,0.01,0,0,0,0,0,0
211,255,1,0,0,0.02,0,0,0,0,0
255,5,0.02,0.07,0,0,1,1,0,0,1
255,7,0.03,0.08,0,0,1,1,0,0,1
18,255,1,0,0.06,0.04,0,0,0,0,0
255,19,0.07,0.05,0,0,1,1,0,0,1
255,2,0.01,0.06,0,0,1,1,0,0,1
243,255,1,0,0,0.01,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
2,132,1,0,1,0.5,0,0,0,0,1
255,20,0.08,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
13,255,1,0,0.08,0.04,0,0.02,0,0.01,0
255,203,0.8,0.01,0,0,0,0,0,0,0
255,5,0.02,0.06,0,0,1,1,0,0,1
4,200,1,0,1,0.25,0,0,0,0,1
255,14,0.05,0.07,0,0,1,1,0,0,1
69,255,1,0,0.01,0.04,0,0,0,0,0
10,252,1,0,0.1,0.05,0.1,0,0,0,0
21,255,1,0,0.05,0.04,0,0,0,0,0
14,255,1,0,0.07,0.05,0,0,0,0,0
10,5,0.5,0.3,0.1,0,0,0,0,0,0
64,255,1,0,0.02,0.02,0.02,0.01,0,0,0
255,14,0.05,0.06,0,0,0,0,1,1,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.07,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,0,0,1,1,1
33,255,1,0,0.03,0.03,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
138,1,0.01,0.25,0.01,0,0,0,0.16,1,1
106,65,0.61,0.06,0.01,0,0,0,0,0,0
3,68,1,0,1,0.03,0,0,0,0,0
255,1,0,0.62,0.9,0,0,0,0,0,0
255,2,0.01,0.05,0,0,1,1,0,0,1
73,255,1,0,0.01,0.02,0,0,0,0,0
255,16,0.06,0.06,0,0,0,0,1,1,1
255,7,0.03,0.06,0,0,1,1,0,0,1
2,255,1,0,0.5,0.04,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,1,0,0.08,0,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
255,23,0.09,0.05,0,0,1,1,0,0,1
255,53,0.21,0.04,0.01,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
88,255,1,0,0.01,0.03,0,0,0,0,0
255,14,0.05,0.05,0,0,1,1,0,0,1
140,255,1,0,0.01,0.05,0,0,0,0,0
30,255,1,0,0.03,0.04,0,0,0,0,0
255,13,0.05,0.07,0,0,0,0,1,1,1
32,104,0.59,0.06,0.59,0.02,0,0,0,0,0
255,8,0.03,0.06,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,1,1,0,0,1
255,210,0.82,0.01,0.82,0,0,0,0,0,0
27,255,1,0,0.04,0.02,0,0,0,0,0
255,250,0.98,0.01,0,0,0,0,0,0,0
255,4,0.02,0.06,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,19,0.07,0.06,0,0,0,0,1,1,1
255,1,0,1,0,0,0.14,0,0.85,0,1
134,255,1,0,0.01,0.01,0,0,0,0,0
113,255,1,0,0.01,0.03,0,0,0,0,0
255,4,0.02,0.07,0,0,0,0,1,1,1
174,46,0.26,0.03,0.01,0,0,0,0.01,0.02,0
255,13,0.05,0.07,0,0,1,1,0,0,1
255,6,0.02,0.08,0,0,1,1,0,0,1
189,164,0.63,0.04,0.01,0.01,0,0,0,0,0
255,19,0.07,0.07,0,0,1,1,0,0,1
255,16,0.06,0.07,0,0,1,1,0,0,1
255,255,1,0,1,0,0,0,0,0,1
255,254,1,0.01,0.01,0,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
255,142,0.56,0.01,0.56,0,0,0,0,0,0
255,19,0.07,0.06,0,0,1,1,0,0,1
48,1,0.02,0.6,0.85,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,12,0.05,0.06,0,0,0,0,1,1,1
58,255,1,0,0.02,0.04,0,0,0,0,0
188,160,0.64,0.1,0.01,0.01,0.01,0,0,0,0
255,9,0.04,0.07,0.01,0,1,1,0,0,1
255,44,0.17,0.04,0,0,1,1,0,0,1
255,13,0.05,0.07,0,0,1,1,0,0,1
255,5,0.02,0.05,0,0,1,1,0,0,1
2,244,1,0,0.5,0.13,0,0,1,0.79,0
255,255,1,0,1,0,0,0,0,0,1
7,65,1,0,0.14,0.28,0,0,1,1,0
255,20,0.08,0.06,0,0,1,1,0,0,1
3,1,0.33,0.67,1,0,0,0,0,0,0
1,181,1,0,1,0.25,0,0,0,0,1
66,255,1,0,0.02,0.02,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
255,238,0.93,0.02,0,0,0,0,0,0,0
150,255,1,0,0.01,0.02,0,0,0,0,0
138,1,0.01,0.65,0.96,0,0,0,0,0,0
255,4,0.02,0.07,0,0,1,1,0,0,1
2,178,1,0,1,0.5,0,0,0,0,1
255,24,0.09,0.06,0,0,1,1,0,0,1
255,253,0.99,0.01,0,0,0,0,0.02,0.02,0
255,19,0.07,0.07,0,0,1,1,0,0,1
255,11,0.04,0.06,0,0,1,1,0,0,1
203,138,0.68,0.02,0,0,0,0,0,0,0
255,19,0.07,0.06,0,0,1,1,0,0,1
80,255,1,0,0.01,0.01,0.01,0,0,0.01,0
255,8,0.03,0.07,0,0,1,1,0,0,1
255,7,0.03,0.06,0,0,1,1,0,0,1
255,21,0.08,0.06,0,0,1,1,0,0,1
255,17,0.07,0.09,0,0,1,1,0,0,1
255,12,0.05,0.09,0,0,0,0,1,1,1
255,12,0.05,0.07,0,0,0,0,1,1,1
255,250,0.98,0.01,0.01,0,0,0,0,0,0
9,5,0.56,0.22,0.11,0,0.11,0.2,0.44,0.8,0
255,254,1,0.01,0,0,0,0,0,0,0
255,1,0,0.73,1,0,0,0,1,1,1
255,255,1,0,0,0,0,0,0,0,0
1,123,1,0,1,0.5,0,0,0,0,1
255,4,0.02,0.06,0,0,0,0,1,1,1
2,90,1,0,1,0.5,0,0,0,0,1
255,3,0.01,0.07,0,0,1,1,0,0,1
255,22,0.09,0.07,0,0,0,0,1,1,1
143,255,1,0,0.01,0.02,0,0,0,0,0
2,35,1,0,1,0.51,0,0,0,0,1
255,13,0.05,0.06,0,0,1,1,0,0,1
5,255,1,0,0.2,0.04,0,0,0,0,0
255,1,0,0.59,0,0,0,0,0.55,1,1
255,13,0.05,0.06,0,0,1,1,0,0,1
255,19,0.07,0.07,0,0,0,0,1,1,1
255,24,0.09,0.05,0,0,1,1,0,0,1
201,134,0.67,0.02,0,0,0,0,0,0,0
32,255,1,0,0.03,0.03,0,0,0,0,0
3,201,1,0,0.33,0.03,0,0,0,0,0
255,6,0.02,0.05,0,0,1,1,0,0,1
255,20,0.08,0.07,0,0,1,1,0,0,1
93,35,0.38,0.04,0.38,0,0,0,0,0,0
169,255,1,0,0.01,0.02,0,0,0.01,0,0
255,14,0.05,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,125,0.49,0.02,0.49,0,0,0,0,0,0
93,14,0.15,0.04,0.15,0,0,0,0,0,0
255,255,1,0,0,0,0.01,0.01,0,0,0
27,255,1,0,0.04,0.01,0,0,0,0,0
255,3,0.01,0.57,0.91,0,0,0,0,0,0
255,255,1,0,0.01,0,0,0,0,0,0
8,255,1,0,0.12,0.03,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
50,247,0.98,0.04,0.02,0.02,0,0,0,0,0
1,161,1,0,1,0.25,0,0,0,0,1
117,97,0.83,0.03,0.01,0,0,0,0,0,0
194,19,0.1,0.06,0.01,0,0.99,1,0,0,1
255,4,0.02,0.09,0,0,1,1,0,0,1
255,12,0.05,0.07,0,0,1,1,0,0,1
255,14,0.05,0.07,0,0,1,1,0,0,1
255,2,0.01,0.07,0,0,0,0,1,1,1
255,19,0.07,0.07,0,0,1,1,0,0,1
255,254,1,0.01,0,0,0,0,0,0,0
3,160,1,0,0.33,0.05,0,0.01,1,0.99,0
255,2,0.01,0.72,1,0,0,0,1,1,1
255,11,0.04,0.08,0,0,1,1,0,0,1
255,255,1,0,0,0,0,0,0,0,0
255,255,1,0,0,0,0,0,0,0,0
